title,url,page,text,Category,Rank,Hide,isFree,isTopRated,verified,premium,imgUrl,logoUrl
AutoGL,https://mn.cs.tsinghua.edu.cn/AutoGL/,AutoGL,An autoML framework & toolkit for machine learning on graphs.,Graph Data,1100,,,,,,,https://github.com/THUMNLab/AutoGL/raw/main/resources/workflow.svg
OpenNE,https://github.com/thunlp/OpenNE,OpenNE,An Open-Source Package for Network Embedding (NE),Graph Data,1700,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
GraphVite,https://graphvite.io/,GraphVite,GraphVite: A General and High-performance Graph Embedding System,Graph Data,1200,,,,,,,https://github.com/DeepGraphLearning/graphvite/raw/master/asset/logo/logo.png
igraph,https://github.com/igraph/python-igraph,igraph,Python interface for igraph,Graph Data,1300,,,,,,,https://github.com/igraph/python-igraph/actions/workflows/build.yml/badge.svg
StellarGraph,https://stellargraph.readthedocs.io/,StellarGraph,StellarGraph - Machine Learning on Graphs,Graph Data,3000,,,,,,,https://raw.githubusercontent.com/stellargraph/stellargraph/develop/stellar-graph-banner.png
pygal,https://www.pygal.org/,pygal,PYthon svg GrAph plotting Library,Graph Data,2700,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Paddle Graph Learning,https://github.com/PaddlePaddle/PGL,Paddle Graph Learning,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle,Graph Data,1600,,,,,,,https://github.com/PaddlePaddle/PGL/raw/main/docs/source/_static/logo.png
Karate Club,https://karateclub.readthedocs.io/,Karate Club,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020),Graph Data,2200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
jraph,https://jraph.readthedocs.io/en/latest/,jraph,A Graph Neural Network Library in Jax,Graph Data,1400,,,,,,,https://github.com/google-deepmind/jraph/raw/master/images/logo.png
graph4nlp,https://dlg4nlp.github.io/index.html,graph4nlp,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website (https://dlg4nlp.github.io/index.html) for various learning resources!,Graph Data,1700,,,,,,,https://github.com/graph4ai/graph4nlp/raw/master/imgs/graph4nlp_logo.png
graph-nets,https://arxiv.org/abs/1806.01261,graph-nets,Build Graph Nets in Tensorflow,Graph Data,5400,,,,,,,https://github.com/deepmind/graph_nets/raw/master/images/graph-nets-deepmind-shortest-path0.gif
pyRDF2Vec,https://pyrdf2vec.readthedocs.io/en/latest/,pyRDF2Vec,Python Implementation and Extension of RDF2Vec,Graph Data,250,,,,,,,https://github.com/predict-idlab/pyRDF2Vec/raw/main/assets/embeddings.svg
DeepWalk,https://www.perozzi.net/projects/deepwalk/,DeepWalk,DeepWalk - Deep Learning for Graphs,Graph Data,2700,,,,,,,http://www.perozzi.net/assets/bp-small_bw.png
DIG,https://diveintographs.readthedocs.io/,DIG,A library for graph deep learning research,Graph Data,1900,,,,,,,https://github.com/divelab/DIG/raw/main/imgs/DIG-logo.jpg
deepsnap,https://snap.stanford.edu/deepsnap/,deepsnap,Python library assists deep learning on graphs,Graph Data,550,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
GraphGym,https://github.com/snap-stanford/GraphGym,GraphGym,Platform for designing and evaluating Graph Neural Networks (GNN),Graph Data,1700,,,,,,,https://github.com/snap-stanford/GraphGym/raw/master/docs/design_space.png
DeepGraph,https://deepgraph.readthedocs.io/,DeepGraph,Analyze Data with Pandas-based Networks. Documentation:,Graph Data,290,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
kglib,https://vaticle.com/,kglib,TypeDB-ML is the Machine Learning integrations library for TypeDB,Graph Data,550,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Sematch,https://gsi-upm.github.io/sematch/,Sematch,semantic similarity framework for knowledge graph,Graph Data,430,,,,,,,https://github.com/gsi-upm/sematch/raw/master/docs/sources/img/logo.png
Euler,https://github.com/alibaba/euler,Euler,A distributed graph deep learning framework.,Graph Data,2900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ptgnn,https://github.com/microsoft/ptgnn,ptgnn,A PyTorch Graph Neural Network Library,Graph Data,380,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,GraphEmbedding,Implementation and experiments of graph embedding algorithms.,Graph Data,3800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
GraphSAGE,https://github.com/williamleif/GraphSAGE,GraphSAGE,Representation learning on large graphs using stochastic graph convolutions.,Graph Data,3400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
OpenKE,https://github.com/thunlp/OpenKE,OpenKE,An Open-Source Package for Knowledge Embedding (KE),Graph Data,3900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
speechbrain,https://speechbrain.github.io/,speechbrain,A PyTorch-based Speech Toolkit,Audio Processing,9100,,,,,,,https://raw.githubusercontent.com/speechbrain/speechbrain/develop/docs/images/speechbrain-logo.svg
espnet,https://espnet.github.io/espnet/,espnet,End-to-End Speech Processing Toolkit,Audio Processing,8600,,,,,,,https://github.com/espnet/espnet/raw/master/doc/image/espnet_logo1.png
torchaudio,https://pytorch.org/audio,torchaudio,"Data manipulation and transformation for audio signal processing, powered by PyTorch",Audio Processing,2600,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Coqui TTS,https://coqui.ai/,Coqui TTS,"A deep learning toolkit for Text-to-Speech, battle-tested in research and production",Audio Processing,37000,,,,,,,https://coqui.ai/static/38a06ec53309f617be3eb3b8b9367abf/598c3/logo-wordmark.png
spleeter,https://research.deezer.com/projects/spleeter.html,spleeter,Deezer source separation library including pretrained models.,Audio Processing,26000,,,,,,,https://github.com/deezer/spleeter/raw/master/images/spleeter_logo.png
Porcupine,https://picovoice.ai/,Porcupine,On-device wake word detection powered by deep learning,Audio Processing,3800,,,,,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiIHN0YW5kYWxvbmU9Im5vIj8+CjwhRE9DVFlQRSBzdmcgUFVCTElDICItLy9XM0MvL0RURCBTVkcgMS4xLy9FTiIgImh0dHA6Ly93d3cudzMub3JnL0dyYXBoaWNzL1NWRy8xLjEvRFREL3N2ZzExLmR0ZCI+Cjxzdmcgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgdmlld0JveD0iMCAwIDE4MDAgMjQ3IiB2ZXJzaW9uPSIxLjEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHhtbDpzcGFjZT0icHJlc2VydmUiIHhtbG5zOnNlcmlmPSJodHRwOi8vd3d3LnNlcmlmLmNvbS8iIHN0eWxlPSJmaWxsLXJ1bGU6ZXZlbm9kZDtjbGlwLXJ1bGU6ZXZlbm9kZDtzdHJva2UtbGluZWpvaW46cm91bmQ7c3Ryb2tlLW1pdGVybGltaXQ6MjsiPgogICAgPGcgdHJhbnNmb3JtPSJtYXRyaXgoMS41MTQyNiwwLDAsMS41MTQyNiwtMzkyLjE0MiwtMS4wODQzKSI+CiAgICAgICAgPGcgdHJhbnNmb3JtPSJtYXRyaXgoMS40OTU2MSwwLDAsMS40OTU2MSw4MzguMTIxLC04NzguOTExKSI+CiAgICAgICAgICAgIDxnIHRyYW5zZm9ybT0ibWF0cml4KDE0NCwwLDAsMTQ0LDY1LjY5MzQsNjk0LjE3KSI+CiAgICAgICAgICAgICAgICA8cGF0aCBkPSJNMC40MjEsLTAuNzM2QzAuNTIzLC0wLjczNiAwLjYxLC0wLjcgMC42ODMsLTAuNjI2QzAuNzU2LC0wLjU1MiAwLjc5MywtMC40NjMgMC43OTMsLTAuMzU3QzAuNzkzLC0wLjI1MiAwLjc1NywtMC4xNjMgMC42ODUsLTAuMDkxQzAuNjEzLC0wLjAxOCAwLjUyNSwwLjAxOCAwLjQyMiwwLjAxOEMwLjMxNSwwLjAxOCAwLjIyNSwtMC4wMTkgMC4xNTQsLTAuMDk0QzAuMDgzLC0wLjE2OCAwLjA0NywtMC4yNTcgMC4wNDcsLTAuMzU5QzAuMDQ3LC0wLjQyOCAwLjA2MywtMC40OTEgMC4wOTcsLTAuNTQ5QzAuMTMsLTAuNjA2IDAuMTc2LC0wLjY1MiAwLjIzNCwtMC42ODZDMC4yOTIsLTAuNzE5IDAuMzU0LC0wLjczNiAwLjQyMSwtMC43MzZaTTAuNDIsLTAuNjAzQzAuMzU0LC0wLjYwMyAwLjI5OCwtMC41NzkgMC4yNTIsLTAuNTMzQzAuMjA3LC0wLjQ4NyAwLjE4NSwtMC40MjggMC4xODUsLTAuMzU3QzAuMTg1LC0wLjI3OCAwLjIxMywtMC4yMTUgMC4yNywtMC4xNjhDMC4zMTQsLTAuMTMyIDAuMzY1LC0wLjExNCAwLjQyMiwtMC4xMTRDMC40ODcsLTAuMTE0IDAuNTQyLC0wLjEzOCAwLjU4OCwtMC4xODVDMC42MzMsLTAuMjMxIDAuNjU2LC0wLjI4OSAwLjY1NiwtMC4zNThDMC42NTYsLTAuNDI2IDAuNjMzLC0wLjQ4NCAwLjU4NywtMC41MzFDMC41NDIsLTAuNTc5IDAuNDg2LC0wLjYwMyAwLjQyLC0wLjYwM1oiIHN0eWxlPSJmaWxsOnJnYig1NSwxMjUsMjU1KTtmaWxsLXJ1bGU6bm9uemVybzsiLz4KICAgICAgICAgICAgPC9nPgogICAgICAgICAgICA8ZyB0cmFuc2Zvcm09Im1hdHJpeCgxNDQsMCwwLDE0NCwxODYuNjMxLDY5NC4xNykiPgogICAgICAgICAgICAgICAgPHJlY3QgeD0iMC4wNzIiIHk9Ii0wLjcxOCIgd2lkdGg9IjAuMTM2IiBoZWlnaHQ9IjAuNzE4IiBzdHlsZT0iZmlsbDpyZ2IoNTUsMTI1LDI1NSk7Ii8+CiAgICAgICAgICAgIDwvZz4KICAgICAgICAgICAgPGcgdHJhbnNmb3JtPSJtYXRyaXgoMTQ0LDAsMCwxNDQsMjI2LjkyLDY5NC4xNykiPgogICAgICAgICAgICAgICAgPHBhdGggZD0iTTAuNzQyLC0wLjU5MkwwLjY0NiwtMC41QzAuNTgxLC0wLjU2OSAwLjUwOCwtMC42MDQgMC40MjcsLTAuNjA0QzAuMzU4LC0wLjYwNCAwLjMsLTAuNTggMC4yNTMsLTAuNTMzQzAuMjA2LC0wLjQ4NiAwLjE4MywtMC40MjkgMC4xODMsLTAuMzZDMC4xODMsLTAuMzEyIDAuMTkzLC0wLjI3IDAuMjE0LC0wLjIzMkMwLjIzNSwtMC4xOTUgMC4yNjQsLTAuMTY2IDAuMzAyLC0wLjE0NUMwLjM0LC0wLjEyNCAwLjM4MywtMC4xMTMgMC40MjksLTAuMTEzQzAuNDY5LC0wLjExMyAwLjUwNSwtMC4xMjEgMC41MzgsLTAuMTM1QzAuNTcxLC0wLjE1IDAuNjA3LC0wLjE3NyAwLjY0NiwtMC4yMTZMMC43MzksLTAuMTJDMC42ODYsLTAuMDY4IDAuNjM2LC0wLjAzMiAwLjU4OSwtMC4wMTJDMC41NDIsMC4wMDggMC40ODgsMC4wMTggMC40MjcsMC4wMThDMC4zMTYsMC4wMTggMC4yMjQsLTAuMDE3IDAuMTUzLC0wLjA4OEMwLjA4MiwtMC4xNTkgMC4wNDYsLTAuMjUgMC4wNDYsLTAuMzZDMC4wNDYsLTAuNDMyIDAuMDYzLC0wLjQ5NiAwLjA5NSwtMC41NTFDMC4xMjcsLTAuNjA3IDAuMTc0LC0wLjY1MiAwLjIzNCwtMC42ODZDMC4yOTUsLTAuNzE5IDAuMzYsLTAuNzM2IDAuNDI5LC0wLjczNkMwLjQ4OCwtMC43MzYgMC41NDUsLTAuNzI0IDAuNiwtMC42OTlDMC42NTUsLTAuNjc0IDAuNzAyLC0wLjYzOCAwLjc0MiwtMC41OTJaIiBzdHlsZT0iZmlsbDpyZ2IoNTUsMTI1LDI1NSk7ZmlsbC1ydWxlOm5vbnplcm87Ii8+CiAgICAgICAgICAgIDwvZz4KICAgICAgICAgICAgPGcgdHJhbnNmb3JtPSJtYXRyaXgoMTQ0LDAsMCwxNDQsMzM5LjIwOSw2OTQuMTcpIj4KICAgICAgICAgICAgICAgIDxwYXRoIGQ9Ik0wLjA4MywtMC43MThMMC40NzUsLTAuNzE4TDAuNDc1LC0wLjU4NEwwLjIxOCwtMC41ODRMMC4yMTgsLTAuNDU1TDAuNDc1LC0wLjQ1NUwwLjQ3NSwtMC4zMjNMMC4yMTgsLTAuMzIzTDAuMjE4LC0wLjEzNEwwLjQ3NSwtMC4xMzRMMC40NzUsMEwwLjA4MywwTDAuMDgzLC0wLjcxOFoiIHN0eWxlPSJmaWxsOnJnYig1NSwxMjUsMjU1KTtmaWxsLXJ1bGU6bm9uemVybzsiLz4KICAgICAgICAgICAgPC9nPgogICAgICAgIDwvZz4KICAgICAgICA8ZyB0cmFuc2Zvcm09Im1hdHJpeCgxLDAsMCwxLC0xMzYuNDQxLC04OS4yNjA3KSI+CiAgICAgICAgICAgIDxnIHRyYW5zZm9ybT0ibWF0cml4KDIxNS4zNjgsMCwwLDIxNS4zNjgsMzc2LjY4OCwyNDguNTU4KSI+CiAgICAgICAgICAgICAgICA8cGF0aCBkPSJNMC4wODcsLTAuNzE4TDAuMjMsLTAuNzE4QzAuMzEyLC0wLjcxOCAwLjM2NywtMC43MTUgMC4zOTYsLTAuNzA4QzAuNDM3LC0wLjY5NyAwLjQ3MSwtMC42NzcgMC40OTcsLTAuNjQ1QzAuNTIzLC0wLjYxNCAwLjUzNiwtMC41NzQgMC41MzYsLTAuNTI3QzAuNTM2LC0wLjQ3OSAwLjUyMywtMC40NCAwLjQ5OCwtMC40MDhDMC40NzIsLTAuMzc3IDAuNDM3LC0wLjM1NiAwLjM5MywtMC4zNDZDMC4zNiwtMC4zMzggMC4yOTksLTAuMzM0IDAuMjEsLTAuMzM0TDAuMTU5LC0wLjMzNEwwLjE1OSwwTDAuMDg3LDBMMC4wODcsLTAuNzE4Wk0wLjE1OSwtMC42NDhMMC4xNTksLTAuNDA0TDAuMjgsLTAuNDAzQzAuMzI5LC0wLjQwMyAwLjM2NSwtMC40MDcgMC4zODgsLTAuNDE2QzAuNDExLC0wLjQyNSAwLjQyOSwtMC40NCAwLjQ0MiwtMC40NkMwLjQ1NSwtMC40OCAwLjQ2MSwtMC41MDIgMC40NjEsLTAuNTI3QzAuNDYxLC0wLjU1MSAwLjQ1NSwtMC41NzMgMC40NDIsLTAuNTkzQzAuNDI5LC0wLjYxMyAwLjQxMiwtMC42MjcgMC4zOSwtMC42MzZDMC4zNjksLTAuNjQ0IDAuMzM0LC0wLjY0OCAwLjI4NiwtMC42NDhMMC4xNTksLTAuNjQ4WiIgc3R5bGU9ImZpbGw6cmdiKDU1LDEyNSwyNTUpO2ZpbGwtcnVsZTpub256ZXJvOyIvPgogICAgICAgICAgICA8L2c+CiAgICAgICAgICAgIDxnIHRyYW5zZm9ybT0ibWF0cml4KDIxNS4zNjgsMCwwLDIxNS4zNjgsNTA0LjE0MiwyNDguNTU4KSI+CiAgICAgICAgICAgICAgICA8cmVjdCB4PSIwLjA3NyIgeT0iLTAuNzE4IiB3aWR0aD0iMC4wNzIiIGhlaWdodD0iMC43MTgiIHN0eWxlPSJmaWxsOnJnYig1NSwxMjUsMjU1KTsiLz4KICAgICAgICAgICAgPC9nPgogICAgICAgICAgICA8ZyB0cmFuc2Zvcm09Im1hdHJpeCgyMTUuMzY4LDAsMCwyMTUuMzY4LDU1Mi44MzEsMjQ4LjU1OCkiPgogICAgICAgICAgICAgICAgPHBhdGggZD0iTTAuNzU2LC0wLjU4NUwwLjcsLTAuNTQyQzAuNjY4LC0wLjU4MiAwLjYzMSwtMC42MTMgMC41ODcsLTAuNjM0QzAuNTQzLC0wLjY1NSAwLjQ5NSwtMC42NjYgMC40NDMsLTAuNjY2QzAuMzg2LC0wLjY2NiAwLjMzMywtMC42NTIgMC4yODQsLTAuNjI0QzAuMjM1LC0wLjU5NyAwLjE5NywtMC41NiAwLjE3LC0wLjUxM0MwLjE0MywtMC40NjcgMC4xMywtMC40MTUgMC4xMywtMC4zNTdDMC4xMywtMC4yNjkgMC4xNiwtMC4xOTYgMC4yMiwtMC4xMzhDMC4yOCwtMC4wNzkgMC4zNTYsLTAuMDUgMC40NDcsLTAuMDVDMC41NDgsLTAuMDUgMC42MzIsLTAuMDg5IDAuNywtMC4xNjhMMC43NTYsLTAuMTI1QzAuNzIxLC0wLjA3OSAwLjY3NiwtMC4wNDQgMC42MjIsLTAuMDE5QzAuNTY5LDAuMDA2IDAuNTA5LDAuMDE4IDAuNDQzLDAuMDE4QzAuMzE3LDAuMDE4IDAuMjE4LC0wLjAyNCAwLjE0NiwtMC4xMDdDMC4wODUsLTAuMTc4IDAuMDU0LC0wLjI2MyAwLjA1NCwtMC4zNjNDMC4wNTQsLTAuNDY4IDAuMDkxLC0wLjU1NyAwLjE2NSwtMC42MjlDMC4yMzksLTAuNyAwLjMzMSwtMC43MzYgMC40NDIsLTAuNzM2QzAuNTA5LC0wLjczNiAwLjU2OSwtMC43MjMgMC42MjQsLTAuNjk3QzAuNjc4LC0wLjY3IDAuNzIyLC0wLjYzMyAwLjc1NiwtMC41ODVaIiBzdHlsZT0iZmlsbDpyZ2IoNTUsMTI1LDI1NSk7ZmlsbC1ydWxlOm5vbnplcm87Ii8+CiAgICAgICAgICAgIDwvZz4KICAgICAgICAgICAgPGcgdHJhbnNmb3JtPSJtYXRyaXgoMjE1LjM2OCwwLDAsMjE1LjM2OCw3MjcuOTIzLDI0OC41NTgpIj4KICAgICAgICAgICAgICAgIDxwYXRoIGQ9Ik0wLjQzLC0wLjczNkMwLjUzOCwtMC43MzYgMC42MjksLTAuNyAwLjcwMywtMC42MjdDMC43NzYsLTAuNTU1IDAuODEzLC0wLjQ2NSAwLjgxMywtMC4zNTlDMC44MTMsLTAuMjU0IDAuNzc2LC0wLjE2NSAwLjcwMywtMC4wOTJDMC42MywtMC4wMTkgMC41NDEsMC4wMTggMC40MzYsMC4wMThDMC4zMjksMC4wMTggMC4yMzksLTAuMDE4IDAuMTY2LC0wLjA5MUMwLjA5MywtMC4xNjQgMC4wNTYsLTAuMjUyIDAuMDU2LC0wLjM1NkMwLjA1NiwtMC40MjUgMC4wNzMsLTAuNDg5IDAuMTA2LC0wLjU0OEMwLjE0LC0wLjYwNyAwLjE4NSwtMC42NTMgMC4yNDMsLTAuNjg2QzAuMywtMC43MiAwLjM2MywtMC43MzYgMC40MywtMC43MzZaTTAuNDMzLC0wLjY2NkMwLjM4LC0wLjY2NiAwLjMzLC0wLjY1MiAwLjI4MiwtMC42MjVDMC4yMzUsLTAuNTk3IDAuMTk4LC0wLjU2IDAuMTcxLC0wLjUxM0MwLjE0NCwtMC40NjYgMC4xMzEsLTAuNDE0IDAuMTMxLC0wLjM1NkMwLjEzMSwtMC4yNzEgMC4xNiwtMC4xOTkgMC4yMTksLTAuMTRDMC4yNzksLTAuMDgxIDAuMzUsLTAuMDUyIDAuNDMzLC0wLjA1MkMwLjQ4OSwtMC4wNTIgMC41NCwtMC4wNjUgMC41ODgsLTAuMDkyQzAuNjM1LC0wLjExOSAwLjY3MiwtMC4xNTYgMC42OTgsLTAuMjAzQzAuNzI1LC0wLjI1IDAuNzM4LC0wLjMwMiAwLjczOCwtMC4zNTlDMC43MzgsLTAuNDE2IDAuNzI1LC0wLjQ2OCAwLjY5OCwtMC41MTRDMC42NzIsLTAuNTYgMC42MzUsLTAuNTk3IDAuNTg2LC0wLjYyNUMwLjUzOCwtMC42NTIgMC40ODcsLTAuNjY2IDAuNDMzLC0wLjY2NloiIHN0eWxlPSJmaWxsOnJnYig1NSwxMjUsMjU1KTtmaWxsLXJ1bGU6bm9uemVybzsiLz4KICAgICAgICAgICAgPC9nPgogICAgICAgIDwvZz4KICAgICAgICA8ZyB0cmFuc2Zvcm09Im1hdHJpeCgxLDAsMCwxLC00NC4wOTE1LC04MDMuMDQ2KSI+CiAgICAgICAgICAgIDxwYXRoIGQ9Ik05MjguMTQ1LDk1My42NDFDOTI3Ljg4NSw5NTQuMzY0IDkyNy42ODYsOTU1LjExMiA5MjcuMzY0LDk1NS44MDlDOTI2Ljg2Nyw5NTYuODg2IDkyNS4xNjEsOTYwLjEwMSA5MjUuMTYxLDk2MC4xMDFDOTIyLjUyNiw5NjMuNzUzIDkxOC4yODMsOTY2LjExNiA5MTMuNTMzLDk2My40MzRDOTA4LjAxMSw5NjAuMzE2IDkwNS42MDgsOTUzLjYzNSA5MDIuOTgsOTQ3LjQzQzg5My45MzgsOTI2LjA4MiA4ODguMDMzLDkwMy42MjMgODc3Ljc4OSw4ODIuNjYxQzg3NC40ODIsODc1Ljg5MyA4NzEuMTA0LDg2OC4zMzcgODY1LjA4LDg2NC42MThDODYwLjg4MSw4NjIuMDI2IDg1NS40NjIsODY3LjM4OCA4NTIuMDg0LDg3Mi4wMzZDODQ2LjgyNyw4NzkuMjY5IDg0My4xMjksODg3LjY2IDg0MC40NjksODk2LjEwM0w4MzkuNjQsODk3Ljc3MkM4MzguNzU4LDg5OC45MDQgODM3LjU2Niw4OTkuNzgxIDgzNi4xOTYsOTAwLjEyMkM4MzUuMDM0LDkwMC40MTEgODM0Ljk4NSw5MDAuMzA4IDgzNC41OSw5MDAuMjk3QzgzMC45NDcsOTAwLjIwMyA4MjguMDE1LDg5Ni4zOTIgODI5LjAwOSw4OTIuNTQ5QzgyOS4wMTgsODkyLjUxNiA4MjguOTkyLDg5Mi42MDQgODI4Ljk2OSw4OTIuNjkyQzgzNC42MTksODcwLjE3NiA4MzguODcxLDg0Ni42MDYgODQ5Ljc3LDgyNS43NzZDODUyLjkwNyw4MTkuNzgxIDg1Ni43NTEsODEzLjQ4IDg2NC4wNDMsODEzLjMxMkM4NjQuMjksODEzLjMxMiA4NjQuMjg5LDgxMy4zMTIgODY0LjUzNiw4MTMuMzE2Qzg3MS43Myw4MTMuNTkxIDg3Ny4yNjUsODIwLjAyOCA4ODAuODc3LDgyNS4zNjVDODk0LjY2LDg0NS43MjggOTE0LjgyNiw4OTkuMTQyIDkxNi42ODMsOTAxLjc4Mkw5NTEuMjY2LDgwNS40MUw5ODEuNTUzLDgwNS40MUw5MzMuNTUzLDkzOC42MzFDOTMzLjU1Myw5MzguNjMxIDkyOS4xNzcsOTUwLjc3OCA5MjguMTQ1LDk1My42NDFaIiBzdHlsZT0iZmlsbDpyZ2IoNTUsMTI1LDI1NSk7Ii8+CiAgICAgICAgPC9nPgogICAgPC9nPgo8L3N2Zz4K"
audiomentations,https://iver56.github.io/audiomentations/,audiomentations,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,Audio Processing,1900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
python-soundfile,https://github.com/bastibe/python-soundfile,python-soundfile,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy",Audio Processing,730,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tinytag,https://github.com/tinytag/tinytag,tinytag,Python library for reading audio file metadata,Audio Processing,720,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Madmom,https://madmom.readthedocs.io/,Madmom,Python audio and music signal processing library,Audio Processing,1400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
DDSP,https://magenta.tensorflow.org/ddsp,DDSP,DDSP: Differentiable Digital Signal Processing,Audio Processing,2900,,,,,,,https://magenta.tensorflow.org/assets/magenta-logo.png
nnAudio,https://github.com/KinWaiCheuk/nnAudio,nnAudio,Audio processing by using pytorch 1D convolution network,Audio Processing,1000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
DeepSpeech,https://github.com/mozilla/DeepSpeech,DeepSpeech,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices ranging from a Raspberry Pi 4 to high power GPU servers.",Audio Processing,26000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
audioread,https://github.com/beetbox/audioread,audioread,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python,Audio Processing,500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,pyAudioAnalysis,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications",Audio Processing,5900,,,,,,,https://github.com/tyiannak/pyAudioAnalysis/raw/master/icon.png
aubio,https://aubio.org/,aubio,a library for audio and music analysis,Audio Processing,3400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Essentia,https://essentia.upf.edu/,Essentia,"C++ library for audio and music analysis, description and synthesis, including Python bindings",Audio Processing,2900,,,,,,,https://github.com/MTG/essentia/actions/workflows/build-wheels-cibuildwheel.yml/badge.svg
TTS,https://discourse.mozilla.org/c/tts,TTS,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts),Audio Processing,9500,,,,,,,https://user-images.githubusercontent.com/1402048/104139991-3fd15e00-53af-11eb-8640-3a78a64641dd.png
Dejavu,https://github.com/worldveil/dejavu,Dejavu,Audio fingerprinting and recognition in Python,Audio Processing,6500,,,,,,,https://github.com/worldveil/dejavu/raw/master/plots/confidence.png
kapre,https://github.com/keunwoochoi/kapre,kapre,kapre: Keras Audio Preprocessors,Audio Processing,930,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Julius,https://github.com/adefossez/julius,Julius,Fast PyTorch based DSP for audio and 1D signals,Audio Processing,430,,,,,,,https://github.com/adefossez/julius/workflows/linter/badge.svg
TimeSide,https://timeside.ircam.fr/docs/,TimeSide,scalable audio processing framework and server written in Python,Audio Processing,380,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Muda,https://github.com/bmcfee/muda,Muda,A library for augmenting annotated audio data,Audio Processing,230,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
textlesslib,https://github.com/facebookresearch/textlesslib,textlesslib,Library for Textless Spoken Language Processing,Audio Processing,530,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
pydeck,https://deck.gl/,pydeck,WebGL2 powered visualization framework,Geospatial Data,12000,,,,,,,https://deck.gl/images/visgl-logo-dark.png
